============================= test session starts =============================
platform win32 -- Python 3.12.6, pytest-8.3.4, pluggy-1.5.0 -- C:\Python312\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\cabra\Projects\LifeOS
configfile: pytest.ini
testpaths: runtime/tests, tests_doc, tests_recursive
runtime/tests/test_tier2_builder.py::test_build_workflow_excessive_human_steps_raises_or_truncates PASSED [ 66%]
runtime/tests/test_tier2_builder.py::test_build_workflow_is_deterministic PASSED [ 66%]
runtime/tests/test_tier2_builder.py::test_build_workflow_deterministic_across_runs PASSED [ 66%]
runtime/tests/test_tier2_builder.py::test_build_workflow_integrates_with_orchestrator PASSED [ 66%]
runtime/tests/test_tier2_builder.py::test_build_workflow_orchestrator_deterministic PASSED [ 67%]
runtime/tests/test_tier2_builder.py::test_build_workflow_does_not_cause_envelope_violation PASSED [ 67%]
runtime/tests/test_tier2_builder.py::test_build_workflow_empty_params_works PASSED [ 67%]
runtime/tests/test_tier2_builder.py::test_build_workflow_preserves_params_in_metadata PASSED [ 67%]
runtime/tests/test_tier2_config_adapter.py::test_parse_suite_success PASSED [ 67%]
runtime/tests/test_tier2_config_adapter.py::test_parse_suite_missing_fields PASSED [ 67%]
runtime/tests/test_tier2_config_adapter.py::test_parse_suite_invalid_types PASSED [ 67%]
runtime/tests/test_tier2_config_adapter.py::test_parse_expectations_success PASSED [ 67%]
runtime/tests/test_tier2_config_adapter.py::test_parse_expectations_invalid_op PASSED [ 68%]
runtime/tests/test_tier2_config_adapter.py::test_parse_expectations_missing_fields PASSED [ 68%]
runtime/tests/test_tier2_config_adapter.py::test_determinism_and_immutability PASSED [ 68%]
runtime/tests/test_tier2_config_adapter.py::test_ignore_extra_fields PASSED [ 68%]
runtime/tests/test_tier2_config_test_run.py::test_happy_path PASSED      [ 68%]
runtime/tests/test_tier2_config_test_run.py::test_failing_expectations PASSED [ 68%]
runtime/tests/test_tier2_config_test_run.py::test_determinism_and_immutability PASSED [ 68%]
runtime/tests/test_tier2_config_test_run.py::test_config_errors PASSED   [ 68%]
runtime/tests/test_tier2_contracts.py::test_run_workflow_contract_basic_shape PASSED [ 69%]
runtime/tests/test_tier2_contracts.py::test_run_workflow_does_not_mutate_input_workflow PASSED [ 69%]
runtime/tests/test_tier2_contracts.py::test_run_workflow_does_not_mutate_input_context_state PASSED [ 69%]
runtime/tests/test_tier2_contracts.py::test_run_workflow_records_human_steps_in_receipt PASSED [ 69%]
runtime/tests/test_tier2_contracts.py::test_orchestration_result_serialises_cleanly PASSED [ 69%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_basic_contract PASSED [ 69%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_returns_orchestration_result PASSED [ 69%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_with_empty_params PASSED [ 69%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_is_deterministic PASSED [ 70%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_deterministic_across_multiple_runs PASSED [ 70%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_respects_anti_failure_limits PASSED [ 70%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_uses_only_allowed_step_kinds PASSED [ 70%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_receipt_mentions_human_steps_if_present PASSED [ 70%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_lineage_is_populated PASSED [ 70%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_receipt_contains_all_executed_steps PASSED [ 70%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_does_not_mutate_input_context PASSED [ 70%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_does_not_mutate_params PASSED [ 71%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_final_state_is_independent_of_input PASSED [ 71%]
runtime/tests/test_tier2_daily_loop.py::test_daily_loop_success_for_valid_workflow PASSED [ 71%]
runtime/tests/test_tier2_expectations.py::test_basic_success PASSED      [ 71%]
runtime/tests/test_tier2_expectations.py::test_duplicate_expectation_ids_raise_error PASSED [ 71%]
runtime/tests/test_tier2_expectations.py::test_expectations_collection_is_immutable PASSED [ 71%]
runtime/tests/test_tier2_expectations.py::test_failure_case PASSED       [ 71%]
runtime/tests/test_tier2_expectations.py::test_path_resolution PASSED    [ 72%]
runtime/tests/test_tier2_expectations.py::test_operator_behavior PASSED  [ 72%]
runtime/tests/test_tier2_expectations.py::test_determinism_and_metadata PASSED [ 72%]
runtime/tests/test_tier2_harness.py::test_single_mission_scenario PASSED [ 72%]
runtime/tests/test_tier2_harness.py::test_multi_mission_scenario PASSED  [ 72%]
runtime/tests/test_tier2_harness.py::test_empty_missions_scenario PASSED [ 72%]
runtime/tests/test_tier2_harness.py::test_scenario_determinism_for_same_inputs PASSED [ 72%]
runtime/tests/test_tier2_harness.py::test_scenario_determinism_across_multiple_runs PASSED [ 72%]
runtime/tests/test_tier2_harness.py::test_scenario_does_not_mutate_initial_state PASSED [ 73%]
runtime/tests/test_tier2_harness.py::test_scenario_does_not_mutate_mission_params PASSED [ 73%]
runtime/tests/test_tier2_harness.py::test_scenario_result_metadata_is_json_serialisable PASSED [ 73%]
runtime/tests/test_tier2_harness.py::test_scenario_result_metadata_contains_scenario_name PASSED [ 73%]
runtime/tests/test_tier2_harness.py::test_scenario_result_metadata_contains_stable_hash PASSED [ 73%]
runtime/tests/test_tier2_harness.py::test_scenario_hash_is_stable_across_runs PASSED [ 73%]
runtime/tests/test_tier2_harness.py::test_unknown_mission_propagates_error PASSED [ 73%]
runtime/tests/test_tier2_harness.py::test_error_after_successful_missions PASSED [ 73%]
runtime/tests/test_tier2_harness.py::test_scenario_result_is_fully_serialisable PASSED [ 74%]
runtime/tests/test_tier2_orchestrator.py::test_orchestrator_runs_steps_in_order PASSED [ 74%]
runtime/tests/test_tier2_orchestrator.py::test_orchestrator_respects_anti_failure_limits_max_steps PASSED [ 74%]
runtime/tests/test_tier2_orchestrator.py::test_orchestrator_respects_anti_failure_limits_max_human_steps PASSED [ 74%]
runtime/tests/test_tier2_orchestrator.py::test_orchestrator_is_deterministic_for_same_workflow_and_state PASSED [ 74%]
runtime/tests/test_tier2_orchestrator.py::test_orchestrator_records_lineage_and_receipt_deterministically PASSED [ 74%]
runtime/tests/test_tier2_orchestrator.py::test_orchestrator_halts_on_step_failure_with_deterministic_state PASSED [ 74%]
runtime/tests/test_tier2_orchestrator.py::test_orchestrator_enforces_execution_envelope PASSED [ 74%]
runtime/tests/test_tier2_orchestrator.py::test_executed_steps_are_snapshotted PASSED [ 75%]
runtime/tests/test_tier2_registry.py::test_registry_contains_core_missions PASSED [ 75%]
runtime/tests/test_tier2_registry.py::test_run_mission_dispatches_via_registry PASSED [ 75%]
runtime/tests/test_tier2_registry.py::test_unknown_mission_raises_unknownmissionerror PASSED [ 75%]
runtime/tests/test_tier2_registry.py::test_workflow_definition_enforces_id_name_consistency PASSED [ 75%]
runtime/tests/test_tier2_registry.py::test_run_mission_is_deterministic_for_same_inputs PASSED [ 75%]
runtime/tests/test_tier2_registry.py::test_run_mission_does_not_mutate_initial_state PASSED [ 75%]
runtime/tests/test_tier2_registry.py::test_integration_daily_loop_yields_serialisable_result PASSED [ 75%]
runtime/tests/test_tier2_registry.py::test_integration_echo_mission_executes_successfully PASSED [ 76%]
runtime/tests/test_tier2_suite.py::test_suite_runs_single_scenario PASSED [ 76%]
runtime/tests/test_tier2_suite.py::test_suite_runs_multiple_scenarios PASSED [ 76%]
runtime/tests/test_tier2_suite.py::test_suite_runs_empty_scenarios PASSED [ 76%]
runtime/tests/test_tier2_suite.py::test_suite_handles_duplicate_scenario_names PASSED [ 76%]
runtime/tests/test_tier2_suite.py::test_suite_is_deterministic_for_same_definition PASSED [ 76%]
runtime/tests/test_tier2_suite.py::test_suite_determinism_across_multiple_runs PASSED [ 76%]
runtime/tests/test_tier2_suite.py::test_suite_does_not_mutate_scenarios_or_initial_state PASSED [ 76%]
runtime/tests/test_tier2_suite.py::test_suite_metadata_is_json_serialisable PASSED [ 77%]
runtime/tests/test_tier2_suite.py::test_suite_metadata_contains_suite_name PASSED [ 77%]
runtime/tests/test_tier2_suite.py::test_suite_metadata_contains_stable_hash PASSED [ 77%]
runtime/tests/test_tier2_suite.py::test_suite_hash_is_stable_across_runs PASSED [ 77%]
runtime/tests/test_tier2_suite.py::test_unknown_mission_in_scenario_propagates_error PASSED [ 77%]
runtime/tests/test_tier2_suite.py::test_error_in_later_scenario_propagates PASSED [ 77%]
runtime/tests/test_tier2_suite.py::test_suite_result_is_fully_serialisable PASSED [ 77%]
runtime/tests/test_tier2_test_run.py::test_basic_integration_success PASSED [ 77%]
runtime/tests/test_tier2_test_run.py::test_failure_propagation PASSED    [ 78%]
runtime/tests/test_tier2_test_run.py::test_determinism PASSED            [ 78%]
runtime/tests/test_tier2_test_run.py::test_metadata_structure PASSED     [ 78%]
runtime/tests/test_tier2_test_run.py::test_metadata_hash_stability PASSED [ 78%]
runtime/tests/test_timeline_determinism.py::test_timeline_event_id_determinism PASSED [ 78%]
runtime/tests/test_timeline_determinism.py::test_timeline_event_id_uniqueness_sequential PASSED [ 78%]
runtime/tests/test_tokenizer_replay.py::test_context_determinism PASSED  [ 78%]
runtime/tests/test_tokenizer_replay.py::test_context_budget_truncation PASSED [ 79%]
runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay PASSED [ 79%]
runtime/tests/test_validator_fake_agent_tasks.py::TestValidatorFakeAgentTasks::test_detect_human_review_in_agent PASSED [ 79%]
runtime/tests/test_validator_fake_agent_tasks.py::TestValidatorFakeAgentTasks::test_detect_requires_user_in_agent PASSED [ 79%]
runtime/tests/test_validator_smuggled_human_steps.py::TestValidatorSmuggledHumanSteps::test_clean_agent_step_no_warnings PASSED [ 79%]
runtime/tests/test_validator_smuggled_human_steps.py::TestValidatorSmuggledHumanSteps::test_detect_manual_in_agent_step PASSED [ 79%]
runtime/tests/test_validator_smuggled_human_steps.py::TestValidatorSmuggledHumanSteps::test_detect_user_must_in_agent PASSED [ 79%]
runtime/tests/test_validator_workflow_chaining_limit.py::TestValidatorWorkflowChainingLimit::test_chained_human_steps_exceed PASSED [ 79%]
runtime/tests/test_validator_workflow_chaining_limit.py::TestValidatorWorkflowChainingLimit::test_chained_workflows_exceed_steps PASSED [ 80%]
runtime/tests/test_validator_workflow_chaining_limit.py::TestValidatorWorkflowChainingLimit::test_single_workflow_within_limits PASSED [ 80%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_create_agent_step PASSED [ 80%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_create_human_step PASSED [ 80%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_create_system_step PASSED [ 80%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_custom_max_human_steps PASSED [ 80%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_custom_max_steps PASSED [ 80%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_invalid_routine_human_operations PASSED [ 80%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_invalid_too_many_human_steps PASSED [ 81%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_invalid_too_many_steps PASSED [ 81%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_routine_allowed_when_configured PASSED [ 81%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_suggestions_for_routine_automation PASSED [ 81%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_suggestions_for_too_many_steps PASSED [ 81%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_valid_empty_workflow PASSED [ 81%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_valid_workflow_2_human_steps PASSED [ 81%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_valid_workflow_5_agent_steps PASSED [ 81%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_validate_mission PASSED [ 82%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_validate_or_raise_passes PASSED [ 82%]
runtime/tests/test_workflow_validator.py::TestWorkflowValidator::test_validate_or_raise_raises PASSED [ 82%]
tests_doc/test_dap_compliance.py::test_dap_compliance PASSED             [ 82%]
tests_doc/test_index_consistency.py::test_index_consistency SKIPPED      [ 82%]
tests_doc/test_links.py::test_link_integrity FAILED                      [ 82%]
tests_doc/test_tdd_compliance.py::test_core_tdd_compliance PASSED        [ 82%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[import time\ntime.time()-Call 'time.time' forbidden] PASSED [ 82%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[import datetime\ndatetime.datetime.now()-Call 'datetime.datetime.now' forbidden] PASSED [ 83%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[import requests-Import 'requests' forbidden] PASSED [ 83%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[import urllib.request-Import 'urllib.request' forbidden] PASSED [ 83%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[import uuid\nx = uuid.uuid4()-Call 'uuid.uuid4' forbidden] PASSED [ 83%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[import secrets-Import 'secrets' forbidden] PASSED [ 83%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[import time\ntime.monotonic()-Call 'time.monotonic' forbidden] PASSED [ 83%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[eval('os.system("rm -rf")')-Call 'eval' forbidden] PASSED [ 83%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[exec('import os')-Call 'exec' forbidden] PASSED [ 83%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[__import__('os')-Call '__import__' forbidden] PASSED [ 84%]
tests_doc/test_tdd_compliance.py::test_violations_detected_selftest[import importlib\nimportlib.import_module('os')-Import 'importlib' forbidden] PASSED [ 84%]
tests_recursive/test_autogate_rules.py::test_autogate_low_risk PASSED    [ 84%]
tests_recursive/test_autogate_rules.py::test_autogate_high_risk_path PASSED [ 84%]
tests_recursive/test_autogate_rules.py::test_autogate_diff_limit PASSED  [ 84%]
tests_recursive/test_opencode_gate_policy.py::TestNormalizePath::test_backslash_conversion PASSED [ 84%]
tests_recursive/test_opencode_gate_policy.py::TestNormalizePath::test_strip_leading_dot_slash PASSED [ 84%]
tests_recursive/test_opencode_gate_policy.py::TestNormalizePath::test_collapse_repeated_slashes PASSED [ 84%]
tests_recursive/test_opencode_gate_policy.py::TestNormalizePath::test_lowercase PASSED [ 85%]
tests_recursive/test_opencode_gate_policy.py::TestNormalizePath::test_gemini_case PASSED [ 85%]
tests_recursive/test_opencode_gate_policy.py::TestNormalizePath::test_mixed_normalization PASSED [ 85%]
tests_recursive/test_opencode_gate_policy.py::TestPathSecurity::test_traversal_blocked PASSED [ 85%]
tests_recursive/test_opencode_gate_policy.py::TestPathSecurity::test_absolute_unix_blocked PASSED [ 85%]
tests_recursive/test_opencode_gate_policy.py::TestPathSecurity::test_absolute_windows_blocked PASSED [ 85%]
tests_recursive/test_opencode_gate_policy.py::TestPathSecurity::test_normal_path_allowed PASSED [ 85%]
tests_recursive/test_opencode_gate_policy.py::TestDenylistMatching::test_denylist_root_config PASSED [ 86%]
tests_recursive/test_opencode_gate_policy.py::TestDenylistMatching::test_denylist_root_foundations PASSED [ 86%]
tests_recursive/test_opencode_gate_policy.py::TestDenylistMatching::test_denylist_root_governance PASSED [ 86%]
tests_recursive/test_opencode_gate_policy.py::TestDenylistMatching::test_denylist_exact_gemini PASSED [ 86%]
tests_recursive/test_opencode_gate_policy.py::TestDenylistMatching::test_denylist_extension_py PASSED [ 86%]
tests_recursive/test_opencode_gate_policy.py::TestDenylistMatching::test_allowed_path_not_denied PASSED [ 86%]
tests_recursive/test_opencode_gate_policy.py::TestDenylistMatching::test_case_bypass_gemini PASSED [ 86%]
tests_recursive/test_opencode_gate_policy.py::TestDenylistMatching::test_case_bypass_foundations PASSED [ 86%]
tests_recursive/test_opencode_gate_policy.py::TestExtensionRestriction::test_md_allowed PASSED [ 87%]
tests_recursive/test_opencode_gate_policy.py::TestExtensionRestriction::test_json_blocked PASSED [ 87%]
tests_recursive/test_opencode_gate_policy.py::TestExtensionRestriction::test_txt_blocked PASSED [ 87%]
tests_recursive/test_opencode_gate_policy.py::TestExtensionRestriction::test_double_extension_blocked PASSED [ 87%]
tests_recursive/test_opencode_gate_policy.py::TestReviewPacketsAddOnly::test_add_md_allowed PASSED [ 87%]
tests_recursive/test_opencode_gate_policy.py::TestReviewPacketsAddOnly::test_modify_blocked PASSED [ 87%]
tests_recursive/test_opencode_gate_policy.py::TestReviewPacketsAddOnly::test_delete_blocked PASSED [ 87%]
tests_recursive/test_opencode_gate_policy.py::TestReviewPacketsAddOnly::test_non_md_blocked PASSED [ 87%]
tests_recursive/test_opencode_gate_policy.py::TestGitStatusParsing::test_parse_add PASSED [ 88%]
tests_recursive/test_opencode_gate_policy.py::TestGitStatusParsing::test_parse_modify PASSED [ 88%]
tests_recursive/test_opencode_gate_policy.py::TestGitStatusParsing::test_parse_delete PASSED [ 88%]
tests_recursive/test_opencode_gate_policy.py::TestGitStatusParsing::test_parse_rename PASSED [ 88%]
tests_recursive/test_opencode_gate_policy.py::TestGitStatusParsing::test_parse_empty PASSED [ 88%]
tests_recursive/test_opencode_gate_policy.py::TestBlockedOpsDetection::test_delete_blocked PASSED [ 88%]
tests_recursive/test_opencode_gate_policy.py::TestBlockedOpsDetection::test_rename_blocked PASSED [ 88%]
tests_recursive/test_opencode_gate_policy.py::TestBlockedOpsDetection::test_copy_blocked PASSED [ 88%]
tests_recursive/test_opencode_gate_policy.py::TestBlockedOpsDetection::test_add_modify_not_blocked PASSED [ 89%]
tests_recursive/test_opencode_gate_policy.py::TestIndexDiscovery::test_governance_index_excluded PASSED [ 89%]
tests_recursive/test_opencode_gate_policy.py::TestIndexDiscovery::test_docs_root_index_included PASSED [ 89%]
tests_recursive/test_opencode_gate_policy.py::TestIndexDiscovery::test_review_packets_not_in_index PASSED [ 89%]
tests_recursive/test_opencode_gate_policy.py::TestHashing::test_hash_format PASSED [ 89%]
tests_recursive/test_opencode_gate_policy.py::TestTruncation::test_no_truncation_small PASSED [ 89%]
tests_recursive/test_opencode_gate_policy.py::TestTruncation::test_truncation_footer_format PASSED [ 89%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerLogHygiene::test_runner_source_no_ellipses_in_logs PASSED [ 89%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkDefense::test_symlink_reason_code_exists PASSED [ 90%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkDefense::test_symlink_filesystem_regular_file PASSED [ 90%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkDefense::test_symlink_filesystem_detects_symlink SKIPPED [ 90%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkDefense::test_symlink_in_parent_path SKIPPED [ 90%]
tests_recursive/test_opencode_gate_policy.py::TestGoldenFixturesRenameCopy::test_golden_rename_r100 PASSED [ 90%]
tests_recursive/test_opencode_gate_policy.py::TestGoldenFixturesRenameCopy::test_golden_copy_c100 PASSED [ 90%]
tests_recursive/test_opencode_gate_policy.py::TestGoldenFixturesRenameCopy::test_golden_mixed_operations PASSED [ 90%]
tests_recursive/test_opencode_gate_policy.py::TestBoundarySafeMatching::test_docsx_does_not_match_docs PASSED [ 90%]
tests_recursive/test_opencode_gate_policy.py::TestBoundarySafeMatching::test_docs_matches_docs PASSED [ 91%]
tests_recursive/test_opencode_gate_policy.py::TestBoundarySafeMatching::test_docs_with_trailing_slashes PASSED [ 91%]
tests_recursive/test_opencode_gate_policy.py::TestBoundarySafeMatching::test_artifacts_review_packets_prefix PASSED [ 91%]
tests_recursive/test_opencode_gate_policy.py::TestBoundarySafeMatching::test_config_denylist_prefix PASSED [ 91%]
tests_recursive/test_opencode_gate_policy.py::TestCIDiffFailClosed::test_diff_exec_failed_reason_code_exists PASSED [ 91%]
tests_recursive/test_opencode_gate_policy.py::TestCIDiffFailClosed::test_refs_unavailable_reason_code_exists PASSED [ 91%]
tests_recursive/test_opencode_gate_policy.py::TestCIDiffFailClosed::test_merge_base_failed_reason_code_exists PASSED [ 91%]
tests_recursive/test_opencode_gate_policy.py::TestCIDiffFailClosedMocked::test_refs_unavailable_when_github_base_ref_missing PASSED [ 91%]
tests_recursive/test_opencode_gate_policy.py::TestCIDiffFailClosedMocked::test_refs_unavailable_when_github_sha_missing PASSED [ 92%]
tests_recursive/test_opencode_gate_policy.py::TestCIDiffFailClosedMocked::test_merge_base_failed_on_subprocess_error PASSED [ 92%]
tests_recursive/test_opencode_gate_policy.py::TestCIDiffFailClosedMocked::test_diff_exec_failed_on_exception PASSED [ 92%]
tests_recursive/test_opencode_gate_policy.py::TestCIDiffFailClosedMocked::test_successful_diff_returns_parsed_list PASSED [ 92%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkGitIndexMocked::test_git_index_symlink_mode_120000_detected PASSED [ 92%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkGitIndexMocked::test_git_index_regular_file_mode_100644_not_flagged PASSED [ 92%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkGitIndexMocked::test_git_index_executable_mode_100755_not_flagged PASSED [ 92%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkGitIndexMocked::test_git_index_empty_response_not_flagged PASSED [ 93%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkGitIndexMocked::test_git_index_exception_blocks_fail_closed PASSED [ 93%]
tests_recursive/test_opencode_gate_policy.py::TestSymlinkGitIndexMocked::test_git_index_nonzero_return_blocks_fail_closed PASSED [ 93%]
tests_recursive/test_opencode_gate_policy.py::TestBoundaryMatchingStrict::test_docsx_strictly_not_allowed PASSED [ 93%]
tests_recursive/test_opencode_gate_policy.py::TestBoundaryMatchingStrict::test_artifacts_review_packets_underscore_strictly_blocked PASSED [ 93%]
tests_recursive/test_opencode_gate_policy.py::TestBoundaryMatchingStrict::test_docs_strictly_allowed PASSED [ 93%]
tests_recursive/test_opencode_gate_policy.py::TestBoundaryMatchingStrict::test_artifacts_review_packets_strictly_allowed PASSED [ 93%]
tests_recursive/test_opencode_gate_policy.py::TestBoundaryMatchingStrict::test_root_file_strictly_blocked PASSED [ 93%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_denylisted_path_blocked PASSED [ 94%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_denylisted_governance_blocked PASSED [ 94%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_denylisted_scripts_blocked PASSED [ 94%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_outside_allowlist_blocked PASSED [ 94%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_non_md_under_docs_blocked PASSED [ 94%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_yaml_under_docs_blocked PASSED [ 94%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_review_packets_modify_blocked PASSED [ 94%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_review_packets_delete_blocked PASSED [ 94%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_review_packets_rename_blocked PASSED [ 95%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_review_packets_add_non_md_blocked PASSED [ 95%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_review_packets_add_md_allowed PASSED [ 95%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_docs_add_md_allowed PASSED [ 95%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_docs_modify_md_allowed PASSED [ 95%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_any_delete_blocked PASSED [ 95%]
tests_recursive/test_opencode_gate_policy.py::TestRunnerEnvelopeEnforcement::test_any_copy_blocked PASSED [ 95%]
tests_recursive/test_planner_basic.py::test_planner_basic PASSED         [ 95%]
tests_recursive/test_planner_basic.py::test_planner_real_config PASSED   [ 96%]
tests_recursive/test_steward_runner.py::TestAT01MissingRunId::test_missing_run_id_fails FAILED [ 96%]
tests_recursive/test_steward_runner.py::TestAT02DirtyRepoStart::test_dirty_repo_fails_with_require_clean PASSED [ 96%]
tests_recursive/test_steward_runner.py::TestAT03TestsFailureBlocksDownstream::test_tests_failure_blocks_validators PASSED [ 96%]
tests_recursive/test_steward_runner.py::TestAT04ValidatorFailureBlocksCorpus::test_validator_failure_blocks_corpus PASSED [ 96%]
tests_recursive/test_steward_runner.py::TestAT05CorpusExpectedOutputsEnforced::test_missing_corpus_output_fails PASSED [ 96%]
tests_recursive/test_steward_runner.py::TestAT06NoChangeNoCommit::test_no_change_exits_success FAILED [ 96%]
tests_recursive/test_steward_runner.py::TestAT07ChangeWithinAllowedPathsCommits::test_allowed_change_commits FAILED [ 96%]
tests_recursive/test_steward_runner.py::TestAT08ChangeOutsideAllowedPathsFails::test_disallowed_change_fails PASSED [ 97%]
tests_recursive/test_steward_runner.py::TestAT09DryRunNeverCommits::test_dry_run_skips_commit FAILED [ 97%]
tests_recursive/test_steward_runner.py::TestAT10LogDeterminism::test_logs_are_deterministic FAILED [ 97%]
tests_recursive/test_steward_runner.py::TestAT11TestScopeEnforcement::test_tests_argv_includes_paths FAILED [ 97%]
tests_recursive/test_steward_runner.py::TestAT12AllowlistNormalization::test_bare_name_normalized_to_directory XFAIL [ 97%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[../docs/-path_traversal] FAILED [ 97%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[docs/../other/-path_traversal] FAILED [ 97%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[docs/*.md-glob_pattern] FAILED [ 97%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[docs/?.md-glob_pattern] FAILED [ 98%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[C:/temp/-absolute_path_windows] FAILED [ 98%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[C:\\temp\\-absolute_path_windows] FAILED [ 98%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[/absolute/path/-absolute_path_unix0] FAILED [ 98%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[/absolute/path/-absolute_path_unix1] FAILED [ 98%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[//server/share/-absolute_path_unc] FAILED [ 98%]
tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[docs%2Ffolder-url_encoded_chars] FAILED [ 98%]
tests_recursive/test_steward_runner.py::TestAT14DirtyDuringRun::test_dirty_during_run_rejected FAILED [ 98%]
tests_recursive/test_steward_runner.py::TestAT15LogFieldSorting::test_log_lists_are_sorted FAILED [ 99%]
tests_recursive/test_steward_runner.py::TestAT16DefaultDryRun::test_no_flags_is_dry_run FAILED [ 99%]
tests_recursive/test_steward_runner.py::TestAT17CommitFlagEnables::test_commit_flag_enables FAILED [ 99%]
